ID,I/O Data Operations, I/O Data Bytes,Number of subprocesses,Time on processor,Disk Reading/sec,Disc Writing/sec,Bytes Sent/sent,Received Bytes (HTTP),Network packets sent,Network packets received,Pages Read/sec,Pages Input/sec,Page Errors/sec,Confirmed byte radius,Label
ID_1RXAINVB78,0.0,0.0,26.0,0.0,2.622571677,0.0,508.8455809,1674.356439,1.20015992,1.711339145,0.044450367,0.0,627.4836115,28.88547404,0
ID_QR982PDS4W,2.422302411,947.8758233,29.0,0.0,2.733423822,0.0,313.3437064,580.130316,2.044512127,1.911174379,0.044445916,0.0,243.5858416,25.0734828,0
ID_AWDF0Z3QJU,25.5555191,5310.036869,27.0,0.381943826,0.711110097,0.0,78.22211063,240.4218792,0.688887906,0.711110097,0.022222191,0.0,486.9548608,22.23059433,1
ID_UPSAFQGD8F,0.044445892,121.6039616,28.0,0.0,1.333376772,0.0,8.111375362,10.06699463,0.111114731,0.111114731,0.022222946,0.0,265.4753153,26.21489436,0
ID_NR16APSWVH,23.47249155,10535.97014,30.0,0.104192434,5.490251337,0.0,224.1222844,414.4361789,1.956040962,1.911585486,0.066683215,0.0,1472.009735,29.99640781,0
ID_WIEEKMN6JC,5.218625893,1856.676058,26.0,0.069396745,0.555172967,0.0,54.89550301,140.3699331,0.399724536,0.355310699,0.022206919,0.0,595.7894216,22.06805989,1
ID_639B57YZTP,7.507738868,15753.90162,32.0,0.0,6.374914365,0.0,26.454784,49.55551898,0.488669394,0.577518374,0.04442449,0.0,1051.572111,28.20440487,0
ID_GWRXFWI7G7,31.36991646,127228.2511,31.0,0.523749511,17.44470507,0.911124723,875.4797463,8345.791353,6.355650509,9.311250221,0.777789398,0.0,13122.95161,28.62969163,0
ID_W45VTX7SGL,20.16874877,3101745.987,31.0,8.470082077,9.751190208,0.0,282.384695,2378.40192,1.377161259,2.443350622,0.088849114,0.0,6142.050368,32.59229838,0
ID_798FC432WL,5.066723842,1104.945802,27.0,0.0,1.022233758,0.0,50.20056649,18.17798291,0.311114622,0.177779784,0.0,0.0,300.8478393,21.71779222,1
ID_GZX8MKOSMC,43.07479855,32154.94835,27.0,0.104130513,3.110093758,0.022214955,30.81214316,32.52269473,0.266579465,0.177719643,0.044429911,0.0,555.2405956,24.32098261,1
ID_0TQ2N79BOT,18.4364787,3099518.386,31.0,8.537992901,13.08323609,0.022212625,272.4600575,680.7947417,1.132843872,1.243906996,0.0888505,0.0,6363.406154,32.30372864,0
ID_F9BYZCMIAW,21.11339225,5738.21997,27.0,0.10417798,0.800086443,0.0,3.37814276,4.533823178,0.06667387,0.06667387,0.0,0.0,892.4297534,28.55149692,0
ID_U1DFH8TZ8Z,5.045835424,1091.456436,27.0,0.0,0.466795348,0.0,67.39635686,89.73584849,1.133645844,1.222559244,0.0,0.0,350.941188,32.41058647,1
ID_QOGI89KGFB,31.36991646,127228.2511,30.51659076,0.523749511,1.688939099,0.0,119.0479836,144.204287,1.888945045,1.933390811,0.15556018,0.0,504.1927669,26.55955312,0
ID_ULLUVY1O8X,4.968811172,1083.200835,25.0,0.0,0.443643855,0.0,6.876479746,7.076119481,0.088728771,0.066546578,0.0,0.0,382.6206424,30.34481961,1
ID_58FX83GFV5,31.36991646,127228.2511,40.0,0.523749511,8.222047679,0.066306836,120.3690098,59.21200465,1.502954952,0.817784312,0.640966082,0.0,5409.333793,30.30671208,0
ID_8XFFLED695,128.0740687,225959.9151,31.0,0.97984423,5.149831435,0.0,264.320696,3962.862461,1.880808002,4.231818005,0.134343429,0.0,2787.357459,30.35525382,1
ID_DBBUNWLJJB,204.0150998,65084.66031,29.0,1.119542545,5.13203616,1.199696765,2570.905733,92604.43775,14.95177634,70.60437626,0.06664982,0.0,1196.630873,30.72230696,0
ID_6PF8JM2VHU,2.267222635,432.5505145,27.0,0.0,0.800196224,0.0,121.7187368,191.624768,1.489254084,1.311432701,0.0,0.0,268.3991502,30.77023009,0
ID_DG6Q1SVJEH,38.77855111,8726.840699,29.0,0.277781628,1.622254574,0.0,89.40178287,56.62335142,0.711125293,0.666679962,0.022222665,0.0,1210.60192,28.91636424,0
ID_CZUJYKBZBT,32.7094298,121124.1414,47.0,0.496718733,14.57490076,0.822059951,807.1073473,5202.906303,5.087884563,6.265429899,0.866495624,0.0,12244.3608,34.86699684,0
ID_P08P0Q16FP,31.36991646,127228.2511,47.0,0.523749511,14.6202878,0.533262777,684.7760632,6291.634214,4.243882932,6.688003992,0.799894165,0.0,12936.35504,30.77212722,0
ID_GEJO47RWDU,21.14013731,15572.45646,37.0,0.590467504,89.9622878,36.83407731,3696.145164,150371.2638,38.96809748,109.4129925,64.10952261,0.0,23618.53499,36.67710499,0
ID_2AA8KIH08W,0.0,0.0,27.0,0.0,0.466510982,0.0,24.81394126,11.68498935,0.222148086,0.133288852,0.0,0.0,257.8917136,27.77618995,0
ID_E56VY1RXQB,26.80565587,5590.512907,27.0,0.243107555,1.289160896,0.022226912,182.9941665,176.7484042,1.178026336,0.977984128,0.066680736,0.0,905.8577986,26.2266483,0
ID_HWWEIJ0O9T,20.46020006,3805.375059,27.0,0.173555344,0.599810425,0.0,8.064117939,17.15013512,0.111076005,0.222152009,0.0,0.0,464.564282,25.82985971,0
ID_BUJ8VC18ON,197.2116588,125124.7513,27.0,0.0,3.489881698,0.0,745.3675994,380.7305333,1.533769664,1.622683847,0.0,0.0,342.5641201,28.02157941,0
ID_EA88IBRIUU,199.0361188,125124.7652,27.0,0.069464085,2.934193398,0.0,739.4389649,374.465318,1.422639223,1.533782912,0.0,0.0,284.9946481,28.21446791,0
ID_W1SPLK86NJ,0.755555619,892.7334087,30.0,0.0,1.822222376,0.0,33.75555841,42.46667025,0.577777827,0.577777827,0.022222224,0.0,343.200029,30.0225552,0
ID_ZQGPQIZ8G5,5.046229655,1107.791905,25.0,0.0,0.577982251,0.0,38.03567815,56.21988897,0.333451299,0.244530952,0.0,0.0,355.2590137,20.53934541,1
ID_70MABJJT3Z,12.04853696,5300.022475,29.0,0.03473397,2.178517752,0.0,65.62228985,63.33262323,0.866961146,0.844731373,0.044459546,0.0,329.9342906,26.09743735,0
ID_1394VS1LJW,0.644227796,144.4847444,27.0,0.0,0.710872051,0.0,65.53351722,46.38440134,0.821945809,0.666442548,0.0,0.0,281.0166077,32.34596037,0
ID_XHUO3LWILJ,0.0,0.0,26.0,0.0,0.533132541,0.0,24.43524148,30.03313317,0.444277118,0.444277118,0.0,0.0,278.4062559,30.01220348,0
ID_HO1M348VPD,62.68250739,13028.36251,28.0,0.659653368,3.266334132,0.0,117.9213282,102.5451158,0.777698603,0.599938922,0.02221996,0.0,1007.51965,26.62995309,1
ID_Q84DAT6M0O,113.4567289,3793.578827,28.0,0.416629339,3.999649666,0.288863587,598.1476076,128861.7129,10.26576748,85.39252037,0.022220276,0.0,843.1261496,28.65031257,1
ID_T0IILIFBK4,31.36991646,127228.2511,40.0,0.523749511,9.043348072,0.066495206,68.40140233,57.18587751,0.886602752,0.753612339,0.620621927,0.0,5051.884647,29.10838666,0
ID_VUGV3LAK7D,136.0545318,24918.13308,30.0,0.867978386,3.155274133,0.0,501.1330812,1364.700503,1.688738268,2.333125239,0.02222024,0.0,665.4961992,33.24189997,0
ID_H7EGVHB57O,21.38503724,5918.275711,27.0,0.173666181,0.933650274,0.0,2.445274528,3.112167581,0.044459537,0.044459537,0.0,0.0,789.4902261,24.79101683,0
ID_9P1XEO3B1G,49.10511245,53023.0291,27.0,0.0,0.866953094,0.0,50.57226384,62.820755,0.889182661,0.866953094,0.0,0.0,358.1850054,29.8473595,0
ID_P9H80HCIHW,114.3674417,3714.510632,26.0,0.485689851,9.369648691,0.421856221,7.993065234,9.880316748,0.111014795,0.111014795,0.066608877,0.0,726.8804712,31.92512776,1
ID_6ADNMYDQTK,32.7094298,41203.10691,48.0,0.416731794,15.31353773,2.489283346,2182.901463,64761.39557,19.15859147,50.00792437,0.933481255,0.0,14755.027,36.47353485,0
ID_36PQ568WUC,0.933225546,143.6278554,27.0,0.0,1.155422104,0.288855526,88.56754823,173.0911191,1.044323825,1.088763137,0.355514494,0.0,375.8232591,30.57160897,0
ID_24VQVU9IJI,20.77822617,5304.825589,27.0,0.13889194,0.555567545,0.0,80.17950805,121.4470653,0.62223565,0.444454036,0.0,0.0,789.0614724,27.34484065,0
ID_RGF3K9KXJH,0.0,0.0,27.0,0.0,1.977778661,0.0,23.28889929,21.08889831,0.31111125,0.266666786,0.0,0.0,247.3778883,26.75594718,0
ID_656IADSYTA,4.377768332,5187.699917,31.0,0.034722168,3.444437012,0.0,29.68882483,28.8443822,0.422221311,0.377776963,0.044444349,0.0,1024.486678,30.0961308,0
ID_PRWOQVPJI7,94.45721403,112390.2227,27.0,0.069421361,0.933020458,0.0,35.43256265,47.11753315,0.644228412,0.666443185,0.0,0.0,464.088819,26.29758442,0
ID_BYLO0E0LYZ,0.044445652,16.53378243,28.0,0.0,1.511152157,0.0,48.93466251,134.7147703,0.488902169,0.422233691,0.0,0.0,322.7643226,28.58989316,0
ID_8P5E5SW1OS,129.1213962,26794.50066,27.0,0.0,0.88880672,0.0,43.15156624,28.70845705,0.488843696,0.377742856,0.0,0.0,349.3010408,34.73168207,0
ID_32J5KTCSTC,2.933149301,675.5131724,26.0,0.034720026,0.977716434,0.0,99.10489305,133.7249431,1.311028854,1.533237135,0.0,0.0,259.0281924,22.24890574,0
ID_K3O1P7QI4Z,32.7094298,121124.1414,47.0,0.496718733,12.13265965,4.066440871,3241.731109,48061.97572,25.48747365,43.28648533,6.066329824,0.0,9414.766118,23.42784745,0
ID_6MTFHR7NOI,4.356597702,5211.13545,30.0,0.069461025,4.534418017,0.0,16.82624725,21.51625804,0.31118555,0.31118555,0.044455079,0.0,974.7887359,27.8655612,0
ID_19U9C9JLP1,206.9519622,110456.6539,48.0,0.590330761,18.69057133,2.177973829,2261.848046,28542.94709,13.97903611,28.46922934,0.977865801,0.0,16094.47097,29.87643504,0
ID_KA86S3FQ7R,31.36991646,127228.2511,43.0,0.523749511,9.868372974,0.333390979,242.3974677,421.2061627,1.400242111,0.977946871,0.911268676,0.0,5856.901586,27.77614871,0
ID_3KF70Q3AVP,0.04444437,16.53330548,29.0,0.0,5.111102502,0.022222185,206.9329848,485.6880708,0.955553946,0.844443022,0.04444437,0.0,754.8653951,27.18325477,0
ID_7ETV41DQSA,5.045860784,1091.461922,27.0,0.0,1.333707696,0.0,235.7550638,6132.654729,3.356497702,4.623520013,0.0,0.0,392.3545758,23.53280816,1
ID_KMXGYWHTNZ,22.11287537,4740.11152,29.0,0.277800617,1.933487596,0.0,30.6024416,15.2901088,0.311135935,0.222239954,0.044447991,0.0,464.1925909,27.86205565,0
ID_WSFI0DFWE8,0.0,0.0,26.0,0.0,0.822509258,0.0,104.3697558,234.1039188,0.778049298,0.711359358,0.0,0.0,258.0011472,23.38965743,0
ID_VUQKUXEA7D,2.932180459,482.8323822,27.0,0.0,0.555337208,0.0,47.80342687,27.27816366,0.53312372,0.355415813,0.022213488,0.0,427.2986614,30.3734415,0
ID_91RLSGQTK3,41.21488863,40270.56777,32.0,0.0,6.643262372,0.0,73.43137839,67.38800928,0.999822096,0.93316729,0.022218269,0.0,1467.072289,35.11729409,0
ID_J7BHJO9LZ8,198.7799007,62555.65257,28.0,0.9721241,4.77729473,0.866579044,3941.779211,62062.59131,30.17472671,49.2172457,0.044439951,0.0,1053.804557,28.52638059,0
ID_01GCVZQF4N,2.156126316,512.3133951,27.0,0.0,1.555967444,0.0,107.2728412,168.2889932,1.089177211,0.844668041,0.0,0.0,277.2511705,32.60029932,0
ID_54OZLZAMS3,87.82769765,17879.25749,27.0,0.277724353,0.599885615,0.0,43.34729019,30.30533256,0.533231658,0.444359715,0.0,0.0,799.2031653,29.51383603,0
ID_NJKSURGB2S,0.0,0.0,27.0,0.0,1.822826882,0.0,138.5793022,367.1884688,1.000331826,0.911413441,0.0,0.0,482.2933175,32.82168599,0
ID_TIYJP01J6T,2.354740188,548.2546022,27.0,0.0,0.999653853,0.0,47.8723123,41.45231311,0.577577782,0.422076071,0.02221453,0.0,299.2741491,28.61719533,0
ID_Q4NQXSL6BR,85.30784904,88277.80625,27.0,0.0,1.555090998,0.0,72.40059375,98.52612252,1.266288384,1.332935141,0.0,0.0,498.9620545,35.22332707,0
ID_DKBGLPFWIP,0.0,0.0,26.0,0.0,0.355555623,0.0,13.46666921,8.622223851,0.133333359,0.088888906,0.044444453,0.0,224.3778202,22.0184871,0
ID_L5AJX2OWR0,1.022552693,147.4254231,27.0,0.0,1.711664291,0.0,11.00355615,15.42720802,0.200064657,0.222294064,0.0,0.0,232.8308023,30.89758515,0
ID_WZ8GM7RUEM,5.088844616,1124.30133,27.0,0.034721916,1.044435358,0.0,42.22185489,59.04393076,0.355552462,0.244442318,0.0,0.0,320.774987,21.8197835,1
ID_46FOGQK4ZJ,0.0,0.0,27.0,0.0,0.555555583,0.0,9.00000044,10.04444494,0.13333334,0.111111117,0.0,0.0,288.3333474,34.43605996,0
ID_D7CMFPBQUA,30.04888146,6462.287555,28.0,0.31254513,1.177951714,0.0,94.94735326,156.4230974,0.866794658,0.866794658,0.0,0.0,802.3851469,34.20522889,0
ID_6RU4WOOZU5,46.4410526,12681.56268,33.0,0.555512537,2.577589522,0.088882397,288.9122325,90.81558946,1.133250566,0.844382774,0.022220599,0.0,2217.460269,31.46466164,0
ID_YYCBHWF7PU,0.044446829,16.5342203,27.0,0.0,0.488915116,0.0,35.8463674,39.49100736,0.55558536,0.533361945,0.0,0.0,247.2799319,30.37340027,0
ID_VECPDJJEFG,461.3081868,3390816.476,32.0,14.83525048,36.78287229,26.58921302,9345.240111,359830.5343,56.15533538,274.4620207,0.338285153,0.0,10937.57088,25.57209768,0
ID_2MBUKKRMCT,12.26646852,4803.833513,27.0,0.034721663,1.288868069,0.0,39.68824779,26.31068611,0.466659129,0.377771676,0.0,0.0,704.677506,26.09467414,0
ID_BDOS3OD7NV,21.39461326,4001.659129,28.0,0.17356815,0.777581998,0.0,52.83114262,12.44131197,0.399899313,0.177733028,0.0,0.0,438.556247,27.71333727,0
ID_JSDUHDS5BR,4.020790803,4703.236738,32.0,0.0,6.020079047,0.0,83.94789196,131.6198094,0.688643729,0.533143532,0.044428628,0.0,955.4820664,27.5839201,0
ID_B07YCN7QJR,39.89677755,35793.03279,26.0,0.173645343,0.689025128,0.0,23.96029314,17.18117495,0.200039553,0.088906468,0.0,0.0,598.2960769,21.66698215,1
ID_7UQX0B3IK6,0.955489217,137.9459781,27.0,0.0,1.066592614,0.0,44.97465524,61.59572348,0.755503102,0.799944461,0.0,0.0,310.778423,35.59186494,0
ID_SNB2Q7KW1X,87.00183398,93608.4385,27.0,0.416781878,1.444843947,0.0,122.8339639,132.2365637,1.778269473,1.733812736,0.022228368,0.0,1219.070409,25.85509979,1
ID_RD0RPMSY7B,27.19103892,16533.15133,26.0,0.0,0.733091736,0.0,205.709984,6118.650204,2.88793714,4.376335513,0.022214901,0.0,435.2787718,33.80324383,1
ID_YQ6A6DV1HN,5.087625123,1107.369374,28.0,0.0,0.755367922,0.0,69.60493236,116.4821769,0.510984183,0.399900665,0.0,0.0,26.63782761,26.51686774,1
ID_X341CJLIT4,113.3312395,121124.1414,42.0,0.496718733,11.37756757,1.977741238,1590.237286,18393.03796,11.86644743,19.91074325,0.777763408,0.0,8933.634946,30.36890489,0
ID_ISB9RJTEAR,23.96347378,72959.04111,31.0,0.24313557,0.933641836,0.0,151.1166,232.1656031,0.755805295,0.53350962,0.022229568,0.0,473.5342472,22.31464538,1
ID_Q54Q53KVQI,0.533513807,630.3910223,28.0,0.0,2.378582389,0.0,51.72860952,115.4612797,0.444594839,0.400135355,0.044459484,0.0,328.4666671,27.88754316,0
ID_ENHHT9GEY9,31.36991646,127228.2511,47.0,0.523749511,16.46757129,2.377908404,1620.422349,42300.7015,13.31184237,36.2019887,0.911161164,0.0,14049.94959,33.2052359,0
ID_Z66D299QZ8,0.0,0.0,27.0,0.0,0.422229844,0.0,51.22314686,38.20068956,0.644456078,0.511120337,0.0,0.0,225.6040724,27.42831431,0
ID_0UYEAIE9VM,4.488841626,5212.634006,29.0,0.0,3.511074143,0.0,23.24419971,22.22198825,0.311107835,0.288885847,0.044443976,0.0,1068.810969,34.55689879,0
ID_GALWKLCHWR,53.43557224,12313.15558,27.0,0.659606674,0.333277997,0.0,30.97263522,13.30890136,0.266622398,0.155529732,0.0,0.0,762.6733691,27.64207121,0
ID_UMMXHTC322,31.36991646,127228.2511,47.0,0.523749511,9.46975368,0.0,171.1224503,343.734275,1.600521749,1.311538655,0.600195656,0.0,12172.14573,30.94150781,0
ID_VWLKAWHYMH,5.732841914,1452.586595,30.0,0.0,3.288606989,0.0,94.92519635,127.0557754,1.488761272,1.51098159,0.044440635,0.0,372.8347073,23.79976714,1
ID_S1QI9U4KTB,27.33289352,5640.087023,27.0,0.104165168,0.799987127,0.0,34.28833715,13.71089049,0.266662376,0.177774917,0.0,0.0,565.9908926,22.35073206,1
ID_WU3HO74NDC,47.54059495,12674.41148,27.0,0.48595807,0.710887401,0.0,22.74839684,27.16922786,0.377658932,0.355443701,0.0,0.0,606.9645492,26.81715019,0
ID_Y19ONHXB7C,37.51026288,35616.08349,29.0,0.0,1.511076941,0.0,22.73281927,28.71046187,0.377769235,0.377769235,0.02222172,0.0,498.5220601,25.44932047,0
ID_5SNKI43WXQ,10.09171093,3664.84706,27.0,0.069463247,0.97805128,0.0,629.4871409,449.4145632,2.178386942,1.844960369,0.0,0.0,409.2033185,27.5649488,0
ID_RZ4KTWC4M3,1.088785316,183.2714549,27.0,0.034718926,0.688823363,0.0,62.34962444,69.94890155,0.822144014,0.999904882,0.0,0.0,246.4876636,30.53713071,0
ID_8QGT24NT7G,31.36991646,127228.2511,41.0,0.523749511,14.59648906,0.244385662,561.7315515,2455.298308,2.954844817,3.04371233,0.822024498,0.0,12003.00177,26.05252488,0
ID_6FHU6HCFXW,32.7094298,121124.1414,47.0,0.496718733,8.666576284,0.066665971,91.24349288,137.4207891,0.777769667,0.644437724,0.911101609,0.0,5887.271936,34.5524859,0
ID_0TMXH5PULM,1.378250196,942.2118477,30.0,0.0,1.77838735,0.0,46.50482919,36.74592861,0.600205731,0.533516205,0.044459684,0.0,298.9246836,24.54909171,0
ID_5KTYE6CZ9O,0.0,0.0,28.0,0.0,1.599447185,0.0,37.34264886,38.12015791,0.444290885,0.377647252,0.0,0.0,319.8672224,36.168757,0
ID_D343FORV09,11.24449859,2706.146365,27.0,0.208334612,0.488891243,0.0,13.24450822,14.84451593,0.200000963,0.177778634,0.0,0.0,588.9583917,36.21564906,0
ID_Q3AG8EWBJR,30.50657078,21201.35569,29.0,0.659622517,4.554877648,0.022218915,37.17224539,52.19223217,0.644348545,0.688786376,2.77736442,0.0,1722.565851,23.58700005,0
ID_3LIPV01XYM,21.36967472,5105.23027,27.0,0.117021842,0.474326892,0.0,40.11806925,93.26764575,0.549220612,0.574185185,0.0,0.0,734.2330645,22.22853222,1
ID_AYP8QFSUSN,1.044337657,166.738506,27.0,0.0,0.533278804,0.0,29.30811426,32.13004793,0.488838903,0.466618953,0.0,0.0,234.9759729,25.96274121,0
ID_446NR2HWGA,18.17721142,4929.713068,30.0,0.173606418,1.911051567,0.0,27.15470948,31.84345227,0.444430597,0.422209067,0.02222153,0.0,657.2239668,32.48700775,0
ID_AJWDB9VLZG,84.92416379,17258.58098,28.0,0.208310851,1.088771331,0.0,33.64081213,36.28497108,0.511055931,0.488836108,0.0,0.0,919.7673563,35.73815004,0
ID_BIBVU4JXNJ,1.022506002,249.7137483,28.0,0.034731875,2.15615396,0.0,65.48484089,56.4823424,0.866907262,0.800222088,0.044456783,0.0,333.5814689,35.64020047,0
ID_DIME9RFKEP,31.36991646,127228.2511,46.0,0.523749511,11.00077912,1.044518422,965.4906026,74688.28976,9.289546816,53.91492961,0.688937683,0.0,7991.766012,35.9419264,0
ID_2AH46E17KX,19.26501112,9275.558455,33.0,0.243034524,7.888211011,0.0,313.2841889,116.5677605,0.955473446,1.111015635,0.044440625,0.0,1232.87183,36.17828389,0
ID_UDC5X3W1NR,25.49515452,5150.954776,27.0,0.416768451,0.644602861,0.0,19.02689823,22.36105096,0.311187588,0.288959903,0.0,0.0,987.5538101,27.32669421,0
ID_ZANRVQKSG9,29.45017938,6989.783366,29.0,0.312560353,2.200428497,0.0,114.4000553,146.8952721,0.844608918,0.689023065,0.044453101,0.0,836.9185315,25.56422048,0
ID_KTJI1SHNG6,37.44471854,35801.86207,27.0,0.0,0.822228241,0.0,89.04509625,142.4232648,0.822228241,0.755561086,0.0,0.0,643.8936022,36.6882403,0
ID_WU9QZPMJSO,14.87139055,3106.053301,28.0,0.208399453,0.689107783,0.0,48.05971056,34.27755489,0.577961367,0.46681495,0.0,0.0,498.2471565,28.0714409,0
ID_5FTO7ONLXC,18.29528488,41994.32557,45.0,1.910391076,13.47137623,1.400489608,1217.047699,13444.70024,9.00314748,14.91632583,0.800279776,0.0,12787.00364,30.54228596,0
ID_7LCSWLTQAC,5.08878155,1107.754412,27.0,0.034721481,0.711096112,0.0,84.46488502,161.3521521,0.711096112,0.599987344,0.0,0.0,806.8718693,22.59624524,1
ID_3LWNXJGMAQ,517.7293839,3315593.725,35.0,14.37365456,20.88693652,6.843804731,9690.827499,176947.3935,69.54905457,148.9860738,1.95537278,0.0,14975.77794,25.02197163,0
ID_R5RN3LTQNQ,1.044723913,155.7750038,27.0,0.0,0.422335199,0.0,37.45446368,44.76753107,0.622388714,0.600160546,0.0,0.0,277.3853129,26.95959982,0
ID_YXOEJZ61AZ,4.021017427,5197.864815,32.0,0.104136013,6.486945242,0.0,33.78987573,20.81598524,0.37766462,0.266586791,0.044431132,0.0,951.6481963,28.13359248,0
ID_6WR95RHNRO,28.14337902,17148.09873,25.0,0.0,0.889206288,0.0,99.70225505,7782.133362,1.289349118,5.690920244,0.0,0.0,689.6461669,33.97439782,1
